"id","itemid","modification","slotid"
13808,35,"5.56 Frangible",11
13811,20,"5.56 Frangible",11
13812,36,"5.56 Frangible",11
13813,10,"5.56 Armor Piercing",11
13814,8,"5.56 Armor Piercing",11
13815,35,"5.56 Armor Piercing",11
13816,42,"5.56 Armor Piercing",11
13817,16,"5.56 Armor Piercing",11
10586,14,"DXS Flash 90",4
10587,44,"DXS Flash 90",4
14572,15,"MACK 8 Ontrak Comb",7
12231,44,"Schlager 3.4x",5
12232,15,"Schlager 3.4x",5
10852,28,"Echoline GS-X",1
10853,2,"Echoline GS-X",1
11567,40,"Cronen Mini Pro",5
14899,47,"Edge-47 Grip",8
10884,42,"FSS Covert V",1
20043,49,"XTEN Angel-40",5
14518,2,"Bruen G305 Grip Wrap",16
14623,1,"SA Competition Trigger",10
10445,36,"1mW Laser Box",4
10446,40,"1mW Laser Box",4
13936,14,"5.7x28mm Overpressured +P",11
13752,10,"XTEN Stable Shot",8
13753,8,"XTEN Stable Shot",8
12229,24,"Schlager 3.4x",5
14525,12,"Schlager Match Grip",16
15289,15,"VLK LZR 7mW",4
15290,26,"VLK LZR 7mW",4
15304,15,"Schlager ULO-66 Laser",4
15305,26,"Schlager ULO-66 Laser",4
15320,26,"Stovl TAC Laser",4
15335,26,"Hipshot L20",4
14121,39,"597mm Matuzek Inferno",2
12233,26,"Schlager 3.4x",5
15415,42,"1mW Artemis Laser",4
15417,18,"1mW Artemis Laser",4
15418,27,"1mW Artemis Laser",4
15419,24,"1mW Artemis Laser",4
15421,15,"1mW Artemis Laser",4
15423,39,"1mW Artemis Laser",4
15424,33,"1mW Artemis Laser",4
15425,30,"1mW Artemis Laser",4
15426,11,"1mW Artemis Laser",4
15427,20,"1mW Artemis Laser",4
15428,9,"1mW Artemis Laser",4
15430,42,"7mW Canted Laser",4
15432,18,"7mW Canted Laser",4
15433,27,"7mW Canted Laser",4
12234,39,"Schlager 3.4x",5
13958,39,"12 Gauge Dragon's Breath",11
15434,24,"7mW Canted Laser",4
12601,16,"SZ Vortex-90",5
13751,12,"Cornerstone Bipod",8
13835,36,"5.56 Incendiary",11
14750,48,"Cronen Mini Red Dot",5
12466,33,"VX350 Thermal Optic",5
10607,39,"1mW Quick Fire Laser",4
10608,33,"1mW Quick Fire Laser",4
10609,30,"1mW Quick Fire Laser",4
10610,11,"1mW Quick Fire Laser",4
15436,15,"7mW Canted Laser",4
13963,40,".338 Mag Hollowpoint",11
14304,45,"Tacverte Core Stock",6
12392,30,"SZ Aggressor-IR Optic",5
18075,37,"3x RFL-Optic",5
19109,10,"5.56 Hollowpoint",11
19110,8,"5.56 Hollowpoint",11
14590,15,"GR33 Light Rail",3
14591,39,"Bryson Natural Series Handguard",9
14592,39,"Demo Carbon Guard",9
14593,39,"Buck-Pro",9
14594,30,"Demo X50 Tactical Pump",9
14595,11,"Demo X50 Tactical Pump",9
14596,30,"Lockwood Series II",9
14597,11,"Lockwood Series II",9
14598,30,"Demo Dropzone Pump",9
14599,11,"Demo Dropzone Pump",9
14600,9,"Lockwood Combat Guard",9
14601,9,"Lockwood Saddle Guard",9
14602,9,"Lockwood Commando Guard",9
14603,33,"Expedite L-Bolt",14
14604,33,"Expedite HZ3 Bolt",14
14605,7,"ZLR Reinforced Lockbolt",14
10567,38,"Luminate-44",4
19112,42,"5.56 Hollowpoint",11
19113,16,"5.56 Hollowpoint",11
14570,34,"FSS LS-3 Comb",7
19115,20,"5.56 Hollowpoint",11
12500,39,"Teplo-OP3 Scope",5
14182,5,"XRK Sidewinder-6 Slide",2
12501,33,"Teplo-OP3 Scope",5
12502,30,"Teplo-OP3 Scope",5
12503,11,"Teplo-OP3 Scope",5
12504,2,"Teplo-OP3 Scope",5
12505,20,"Teplo-OP3 Scope",5
12506,36,"Teplo-OP3 Scope",5
12507,40,"Teplo-OP3 Scope",5
12508,17,"Teplo-OP3 Scope",5
12509,21,"Teplo-OP3 Scope",5
12510,22,"Teplo-OP3 Scope",5
12511,7,"Teplo-OP3 Scope",5
12747,33,"Teplo Clear Shot",5
13093,30,"Demo Cleanshot 40",8
13254,11,"Bruen Sync Shot Grip",8
13255,2,"Bruen Sync Shot Grip",8
13256,20,"Bruen Sync Shot Grip",8
13259,21,"Bruen Sync Shot Grip",8
13260,22,"Bruen Sync Shot Grip",8
13261,9,"Bruen Sync Shot Grip",8
13262,38,"Bruen Sync Shot Grip",8
13264,45,"Bruen Sync Shot Grip",8
13265,37,"Bruen Sync Shot Grip",8
13266,13,"Bruen Sync Shot Grip",8
13268,8,"XTEN Drop Grip",8
13269,4,"XTEN Drop Grip",8
13270,35,"XTEN Drop Grip",8
13271,42,"XTEN Drop Grip",8
13272,16,"XTEN Drop Grip",8
13273,43,"XTEN Drop Grip",8
13274,19,"XTEN Drop Grip",8
13275,23,"XTEN Drop Grip",8
13276,34,"XTEN Drop Grip",8
13277,28,"XTEN Drop Grip",8
13278,29,"XTEN Drop Grip",8
13279,18,"XTEN Drop Grip",8
13280,24,"XTEN Drop Grip",8
13281,14,"XTEN Drop Grip",8
13282,15,"XTEN Drop Grip",8
10611,20,"1mW Quick Fire Laser",4
10612,9,"1mW Quick Fire Laser",4
10613,42,"Accu-Shot 5mW Laser",4
13283,26,"XTEN Drop Grip",8
13284,39,"XTEN Drop Grip",8
13428,10,"Schlager Tango",8
13496,42,"OP-X9 Foregrip",8
13616,38,"Bruen Tilt Grip",8
13777,16,"SPW 40mm",8
10291,16,"SZ 1mW PEQ",4
10292,43,"SZ 1mW PEQ",4
12684,28,"Angel-40 4.8x",5
12685,29,"Angel-40 4.8x",5
12686,31,"Angel-40 4.8x",5
18680,41,"OP-X9 Foregrip",8
18715,41,"Operator Foregrip",8
12163,17,"XTEN Angel-40",5
10912,16,"Komodo Heavy",1
10913,43,"Komodo Heavy",1
19111,35,"5.56 Hollowpoint",11
11397,6,"XRK QZ-105",1
10630,11,"VLK LZR 7mW",4
10632,9,"VLK LZR 7mW",4
10643,42,"Stovl TAC Laser",4
10644,18,"Stovl TAC Laser",4
10645,27,"Stovl TAC Laser",4
10647,15,"Stovl TAC Laser",4
10648,39,"Stovl TAC Laser",4
10614,18,"Accu-Shot 5mW Laser",4
12315,11,"Cronen Zero-P Optic",5
12316,2,"Cronen Zero-P Optic",5
12317,20,"Cronen Zero-P Optic",5
12318,36,"Cronen Zero-P Optic",5
12319,40,"Cronen Zero-P Optic",5
10416,44,"Canted Vibro-Dot 7",4
10779,38,"Eight-Point Flash Hider",1
10780,32,"Eight-Point Flash Hider",1
10781,45,"Eight-Point Flash Hider",1
10787,17,"TZL-90 V3",1
14889,47,"FTAC Charlie7",5
10788,21,"TZL-90 V3",1
10789,22,"TZL-90 V3",1
10790,7,"TZL-90 V3",1
10801,22,"Cronen Dark KX30",1
10995,14,"AVR-T90 Comp",1
13422,22,"Hex-40 Grip",8
14500,27,"STIP-40 Grip",16
11032,22,"Zulu-60",1
20074,49,"Demo IMP-44 Grip",8
20083,49,"Hex-40 Grip",8
13135,10,"FTAC Tiger Grip",8
14532,31,"Cronen Cheetah Grip",16
14533,37,"Stalwart Grip",16
14534,37,"Cronen Blockade Grip",16
14535,37,"SA Finesse Grip",16
14536,6,"Bruen Anchor Grip",16
14537,6,"FJX DVF60 Grip",16
12671,37,"BPZ40 Hybrid",5
12672,25,"BPZ40 Hybrid",5
12673,12,"BPZ40 Hybrid",5
12690,10,"Thermo-Optic X9",5
12691,8,"Thermo-Optic X9",5
12692,4,"Thermo-Optic X9",5
12693,35,"Thermo-Optic X9",5
12722,45,"Thermo-Optic X9",5
12723,31,"Thermo-Optic X9",5
12724,37,"Thermo-Optic X9",5
12725,25,"Thermo-Optic X9",5
12236,30,"Schlager 3.4x",5
12237,11,"Schlager 3.4x",5
12238,2,"Schlager 3.4x",5
12239,20,"Schlager 3.4x",5
11566,36,"Cronen Mini Pro",5
11629,19,"SZ Minitac-40",5
14162,12,"22"" Cavalry Barrel",2
12351,39,"SZ Bullseye Optic",5
12560,35,"Hybrid Firepoint",5
12657,11,"BPZ40 Hybrid",5
12658,2,"BPZ40 Hybrid",5
12659,20,"BPZ40 Hybrid",5
12660,36,"BPZ40 Hybrid",5
10773,28,"Eight-Point Flash Hider",1
14237,34,"50 Round Drum",13
14672,46,"Angel-40 4.8x",5
14168,31,"22"" OMX-456",2
14675,46,"FTAC Charlie7",5
11417,10,"Slimline Pro",5
14685,46,"MCPR-300 9.5x",5
14686,46,"Sightmax Clear Shot",5
14691,46,"SZ Oscar-9",5
14478,19,"True-TAC Grip",16
14479,41,"True-TAC Grip",16
10338,38,"Schlager PEQ Box IV",4
10339,32,"Schlager PEQ Box IV",4
14758,48,"SZ Recharge-DX",5
14325,4,"Markeev R7 Stock",6
10502,2,"Corvus PEQ Beam-5",4
14799,48,"TV Wrecker Grip",8
14800,48,"Bruen Tilt Grip",8
10736,35,"Dark KX30",1
14007,12,".300 Overpressured +P",11
15365,26,"FJX Ultrabeam XR",4
15380,26,"EXF Solarflare",4
12951,25,"Signal 50 8x",5
19116,36,"5.56 Hollowpoint",11
14571,22,"FSS LS-3 Comb",7
19240,24,"9mm Overpressured +P",11
19241,41,"9mm Overpressured +P",11
12648,27,"BPZ40 Hybrid",5
19243,5,"9mm Overpressured +P",11
13795,2,"Cronen WL55",8
14636,46,"Schlager ULO-66 Laser",4
12396,40,"SZ Aggressor-IR Optic",5
11506,19,"Cronen Mini Red Dot",5
11733,7,"DF105 Reflex Sight",5
14267,13,"33 Round Mag",13
10661,30,"Hipshot L20",4
11881,33,"SZ SRO-7",5
12338,43,"SZ Bullseye Optic",5
12488,19,"Teplo-OP3 Scope",5
10786,2,"TZL-90 V3",1
12068,29,"Corvus Downrange-00",5
12489,23,"Teplo-OP3 Scope",5
12490,34,"Teplo-OP3 Scope",5
12491,28,"Teplo-OP3 Scope",5
12492,29,"Teplo-OP3 Scope",5
12493,18,"Teplo-OP3 Scope",5
12494,27,"Teplo-OP3 Scope",5
12495,24,"Teplo-OP3 Scope",5
12496,41,"Teplo-OP3 Scope",5
12497,44,"Teplo-OP3 Scope",5
12498,15,"Teplo-OP3 Scope",5
12499,26,"Teplo-OP3 Scope",5
12037,39,"Kazan-Holo",5
10631,20,"VLK LZR 7mW",4
12661,40,"BPZ40 Hybrid",5
12662,17,"BPZ40 Hybrid",5
12663,21,"BPZ40 Hybrid",5
12664,22,"BPZ40 Hybrid",5
14926,47,"SPW 40mm",8
13257,36,"Bruen Sync Shot Grip",8
13258,17,"Bruen Sync Shot Grip",8
12320,17,"Cronen Zero-P Optic",5
12321,21,"Cronen Zero-P Optic",5
12322,22,"Cronen Zero-P Optic",5
12323,7,"Cronen Zero-P Optic",5
12324,9,"Cronen Zero-P Optic",5
13017,45,"Demo Firm Grip",8
13018,37,"Demo Firm Grip",8
13019,10,"XTEN Gravedigger",8
14720,48,"VLK LZR 7mW",4
14418,25,"ZLR T70 Pad Extension",6
14419,12,"Max DMR Precision",6
14431,13,"XRK Dynamic Precision Stock",6
14456,45,"XRK Response Grip",16
14745,48,"TA Hul-Breach",1
10481,32,"Stovl DR Laser Box",4
10759,20,"Broadhead-3DP",1
10760,36,"Broadhead-3DP",1
10770,4,"Eight-Point Flash Hider",1
10771,23,"Eight-Point Flash Hider",1
10772,34,"Eight-Point Flash Hider",1
10774,2,"Eight-Point Flash Hider",1
10775,17,"Eight-Point Flash Hider",1
10776,21,"Eight-Point Flash Hider",1
10777,22,"Eight-Point Flash Hider",1
10778,7,"Eight-Point Flash Hider",1
10415,14,"Canted Vibro-Dot 7",4
10574,10,"DXS Flash 90",4
14366,20,"Bruen STB 556 Stock",6
12726,12,"Thermo-Optic X9",5
12856,25,"Drexsom Prime-90",5
13267,10,"XTEN Drop Grip",8
13429,8,"Schlager Tango",8
13430,4,"Schlager Tango",8
13432,42,"Schlager Tango",8
13433,16,"Schlager Tango",8
13434,43,"Schlager Tango",8
13022,35,"XTEN Gravedigger",8
13287,11,"XTEN Drop Grip",8
13471,29,"VX Pineapple",8
13530,43,"Operator Foregrip",8
11904,42,"Corio RE-X Pro",5
14573,15,"FTAC H86 Cheek Rest",7
14575,9,"Lockwood Defender Comb",7
14576,9,"Wingman Comb",7
14577,9,"Lockwood Merciless",7
12598,4,"SZ Vortex-90",5
12599,35,"SZ Vortex-90",5
12600,42,"SZ Vortex-90",5
13918,24,"9mm Frangible",11
13919,41,"9mm Frangible",11
13920,5,"9mm Frangible",11
13921,13,"9mm Frangible",11
13927,41,"9mm Armor Piercing",11
13964,40,".338 Mag Armor Piercing",11
14013,3,".500 Frangible",11
14064,38,"Lachmann Nova",2
14116,15,"17"" Corvus Prorange",2
14221,23,"50 Round Drum",13
14362,20,"Bruen MX9 Stock",6
10716,5,"DZM-1000 L",4
10783,23,"TZL-90 V3",1
14538,6,"Bruen RSH-80 Grip",16
14539,6,"BP-Grain Grip",16
14540,6,"Akimbo P890",16
14541,1,"EXF Shoreline Grip",16
13401,16,"Hex-40 Grip",8
14542,1,"EXF Resistance Grip",16
14543,1,"GS .50 Wood Grain",16
14544,1,"Akimbo .50 GS",16
14545,5,"Akimbo X12",16
14546,5,"XRK Field Grip",16
14547,13,"XRK Field Grip",16
14548,5,"FTAC OL-Z Grip",16
14549,13,"FTAC OL-Z Grip",16
12447,8,"VX350 Thermal Optic",5
11340,11,"OVL-70 Comp",1
11341,33,"Flash Twist-90",1
11342,30,"Flash Twist-90",1
11343,11,"Flash Twist-90",1
11344,33,"XTEN Quadflash",1
11345,30,"XTEN Quadflash",1
12602,43,"SZ Vortex-90",5
12604,23,"SZ Vortex-90",5
11245,28,"GL Clear Breach",1
11246,29,"GL Clear Breach",1
11247,2,"GL Clear Breach",1
11249,21,"GL Clear Breach",1
11250,22,"GL Clear Breach",1
11251,7,"GL Clear Breach",1
14874,47,"Schlager 3.4x",5
11346,11,"XTEN Quadflash",1
10557,14,"Luminate-44",4
17986,10,"SZ Oscar-9",5
18053,10,"3x RFL-Optic",5
19042,19,"EXF Backdraft Grip",8
14579,25,"FSS EL-T Pouch",7
19044,23,"EXF Backdraft Grip",8
19045,34,"EXF Backdraft Grip",8
19046,28,"EXF Backdraft Grip",8
19047,29,"EXF Backdraft Grip",8
19048,18,"EXF Backdraft Grip",8
19049,24,"EXF Backdraft Grip",8
19050,41,"EXF Backdraft Grip",8
19051,14,"EXF Backdraft Grip",8
19053,15,"EXF Backdraft Grip",8
19054,26,"EXF Backdraft Grip",8
19078,34,"XTEN Nexus Grip",8
19079,28,"XTEN Nexus Grip",8
10568,32,"Luminate-44",4
10569,45,"Luminate-44",4
10570,31,"Luminate-44",4
13435,19,"Schlager Tango",8
13436,23,"Schlager Tango",8
13437,34,"Schlager Tango",8
13438,28,"Schlager Tango",8
13439,29,"Schlager Tango",8
13440,18,"Schlager Tango",8
13441,24,"Schlager Tango",8
13442,14,"Schlager Tango",8
10676,42,"FJX Ultrabeam XR",4
13446,33,"Schlager Tango",8
13448,11,"Schlager Tango",8
13449,2,"Schlager Tango",8
13450,20,"Schlager Tango",8
13451,36,"Schlager Tango",8
13452,17,"Schlager Tango",8
13020,8,"XTEN Gravedigger",8
13021,4,"XTEN Gravedigger",8
10571,37,"Luminate-44",4
10572,25,"Luminate-44",4
10573,12,"Luminate-44",4
10575,8,"DXS Flash 90",4
10576,4,"DXS Flash 90",4
10577,35,"DXS Flash 90",4
10578,16,"DXS Flash 90",4
10579,43,"DXS Flash 90",4
10580,19,"DXS Flash 90",4
10581,23,"DXS Flash 90",4
10582,34,"DXS Flash 90",4
10583,28,"DXS Flash 90",4
10584,29,"DXS Flash 90",4
12215,10,"Schlager 3.4x",5
10585,41,"DXS Flash 90",4
11391,6,"Bruen Tri-Port",1
11463,16,"SZ Mini",5
11641,26,"SZ Minitac-40",5
11700,1,"XRK On-Point Optic",5
14630,3,"Basilisk HT-7",10
12289,31,"Forge Tac Delta 4",5
12367,31,"SZ Bullseye Optic",5
12368,37,"SZ Bullseye Optic",5
12369,25,"SZ Bullseye Optic",5
10287,10,"SZ 1mW PEQ",4
12370,12,"SZ Bullseye Optic",5
12409,10,"Schlager Night View",5
12410,8,"Schlager Night View",5
12411,4,"Schlager Night View",5
12412,35,"Schlager Night View",5
12413,42,"Schlager Night View",5
12414,16,"Schlager Night View",5
12415,43,"Schlager Night View",5
12416,19,"Schlager Night View",5
12417,23,"Schlager Night View",5
12418,34,"Schlager Night View",5
12419,28,"Schlager Night View",5
12420,29,"Schlager Night View",5
12421,18,"Schlager Night View",5
12422,27,"Schlager Night View",5
13172,42,"FSS Sharkfin 90",8
13173,16,"FSS Sharkfin 90",8
13836,4,"7.62 Frangible",11
14551,13,"Cronen LIMA-6",16
12715,17,"Thermo-Optic X9",5
12716,21,"Thermo-Optic X9",5
12717,22,"Thermo-Optic X9",5
12718,7,"Thermo-Optic X9",5
12719,9,"Thermo-Optic X9",5
12217,4,"Schlager 3.4x",5
16188,10,"Cronen MAW-86",1
14552,13,"Akimbo X13",16
12180,42,"VLK 4.0 Optic",5
18082,12,"SZ Ultra 11.5x",5
18083,31,"Drexsom Prime-90 2",5
18085,37,"Drexsom Prime-90 2",5
18086,25,"Drexsom Prime-90 2",5
18087,12,"Drexsom Prime-90 2",5
18101,41,"Edge-47 Grip",8
18132,41,"Demo Firm Grip",8
18225,41,"Demo Cleanshot 40",8
18257,41,"Demo IMP-44 Grip",8
12423,24,"Schlager Night View",5
12424,41,"Schlager Night View",5
12425,44,"Schlager Night View",5
12426,15,"Schlager Night View",5
12427,26,"Schlager Night View",5
12625,22,"SZ Vortex-90",5
12912,7,"SP-X 80 6.6x",5
13866,34,"7.62 Hollowpoint",11
12256,4,"Forge Tac Delta 4",5
12257,35,"Forge Tac Delta 4",5
12258,42,"Forge Tac Delta 4",5
12259,16,"Forge Tac Delta 4",5
12261,19,"Forge Tac Delta 4",5
12262,23,"Forge Tac Delta 4",5
12263,34,"Forge Tac Delta 4",5
12264,28,"Forge Tac Delta 4",5
12265,29,"Forge Tac Delta 4",5
12266,18,"Forge Tac Delta 4",5
13129,22,"Demo IMP-44 Grip",8
13130,9,"Demo IMP-44 Grip",8
13131,38,"Demo IMP-44 Grip",8
13132,32,"Demo IMP-44 Grip",8
13133,45,"Demo IMP-44 Grip",8
13134,37,"Demo IMP-44 Grip",8
13169,8,"FSS Sharkfin 90",8
13170,4,"FSS Sharkfin 90",8
13171,35,"FSS Sharkfin 90",8
12782,38,"FTAC Charlie7",5
13174,43,"FSS Sharkfin 90",8
13175,19,"FSS Sharkfin 90",8
13176,23,"FSS Sharkfin 90",8
12216,8,"Schlager 3.4x",5
12710,30,"Thermo-Optic X9",5
12711,11,"Thermo-Optic X9",5
12712,2,"Thermo-Optic X9",5
12713,20,"Thermo-Optic X9",5
12714,40,"Thermo-Optic X9",5
13177,34,"FSS Sharkfin 90",8
13178,28,"FSS Sharkfin 90",8
13232,37,"Agent Grip",8
18290,41,"FTAC Tiger Grip",8
18326,41,"FSS Sharkfin 90",8
18362,41,"Agent Grip",8
18398,41,"Bruen Sync Shot Grip",8
13023,42,"XTEN Gravedigger",8
13024,16,"XTEN Gravedigger",8
13025,19,"XTEN Gravedigger",8
13026,23,"XTEN Gravedigger",8
13027,34,"XTEN Gravedigger",8
13028,28,"XTEN Gravedigger",8
13029,29,"XTEN Gravedigger",8
13030,18,"XTEN Gravedigger",8
13031,14,"XTEN Gravedigger",8
13032,15,"XTEN Gravedigger",8
13033,39,"XTEN Gravedigger",8
13034,33,"XTEN Gravedigger",8
13035,30,"XTEN Gravedigger",8
13036,11,"XTEN Gravedigger",8
13037,2,"XTEN Gravedigger",8
13038,20,"XTEN Gravedigger",8
13039,36,"XTEN Gravedigger",8
13040,17,"XTEN Gravedigger",8
13041,21,"XTEN Gravedigger",8
13042,22,"XTEN Gravedigger",8
13043,9,"XTEN Gravedigger",8
12036,26,"Kazan-Holo",5
13857,23,"7.62 Frangible",11
13858,34,"7.62 Frangible",11
13859,28,"7.62 Frangible",11
13860,2,"7.62 Frangible",11
13861,21,"7.62 Frangible",11
13862,22,"7.62 Frangible",11
13863,7,"7.62 Frangible",11
10705,13,"FJX DIOD-70",4
13101,9,"Demo Cleanshot 40",8
19995,48,"Commando Foregrip",8
12918,37,"SP-X 80 6.6x",5
12039,30,"Kazan-Holo",5
12040,11,"Kazan-Holo",5
10784,34,"TZL-90 V3",1
12041,2,"Kazan-Holo",5
12042,20,"Kazan-Holo",5
12043,36,"Kazan-Holo",5
12044,40,"Kazan-Holo",5
12045,17,"Kazan-Holo",5
12182,43,"VLK 4.0 Optic",5
12183,19,"VLK 4.0 Optic",5
12184,23,"VLK 4.0 Optic",5
12185,34,"VLK 4.0 Optic",5
12186,28,"VLK 4.0 Optic",5
12187,29,"VLK 4.0 Optic",5
12614,26,"SZ Vortex-90",5
12916,45,"SP-X 80 6.6x",5
12917,31,"SP-X 80 6.6x",5
12919,22,"FTAC Locus SP",5
12920,7,"FTAC Locus SP",5
12921,9,"FTAC Locus SP",5
12922,38,"FTAC Locus SP",5
12923,32,"FTAC Locus SP",5
12924,45,"FTAC Locus SP",5
12925,31,"FTAC Locus SP",5
12926,37,"FTAC Locus SP",5
12927,25,"FTAC Locus SP",5
12928,12,"FTAC Locus SP",5
12929,22,"SZ Heatsource 800",5
12930,7,"SZ Heatsource 800",5
12931,9,"SZ Heatsource 800",5
12932,38,"SZ Heatsource 800",5
12933,32,"SZ Heatsource 800",5
12934,45,"SZ Heatsource 800",5
12935,31,"SZ Heatsource 800",5
12936,37,"SZ Heatsource 800",5
12937,25,"SZ Heatsource 800",5
12947,37,"Sightmax Clear Shot",5
12948,25,"Sightmax Clear Shot",5
12949,12,"Sightmax Clear Shot",5
12953,31,"Corio 13x VRS",5
12954,37,"Corio 13x VRS",5
16221,41,"FSS Covert IV",1
14578,7,"FSS EL-T Pouch",7
14580,7,"Aim-Assist 406",7
14581,25,"Aim-Assist 406",7
14582,7,"Cronen G140 Cheek Riser",7
14583,25,"Cronen G140 Cheek Riser",7
13006,30,"Demo Firm Grip",8
13191,36,"FSS Sharkfin 90",8
13431,35,"Schlager Tango",8
13663,29,"Bruen Warrior Grip",8
12576,39,"Hybrid Firepoint",5
12577,33,"Hybrid Firepoint",5
12578,30,"Hybrid Firepoint",5
12210,45,"VLK 4.0 Optic",5
12585,21,"Hybrid Firepoint",5
12594,25,"Hybrid Firepoint",5
12595,12,"Hybrid Firepoint",5
12597,8,"SZ Vortex-90",5
12603,19,"SZ Vortex-90",5
12063,43,"Corvus Downrange-00",5
12064,19,"Corvus Downrange-00",5
12065,23,"Corvus Downrange-00",5
14055,19,"Kastovia 406",2
12260,43,"Forge Tac Delta 4",5
12586,22,"Hybrid Firepoint",5
12589,38,"Hybrid Firepoint",5
12590,32,"Hybrid Firepoint",5
12591,45,"Hybrid Firepoint",5
12592,31,"Hybrid Firepoint",5
12593,37,"Hybrid Firepoint",5
12950,31,"Signal 50 8x",5
12066,34,"Corvus Downrange-00",5
12067,28,"Corvus Downrange-00",5
12596,10,"SZ Vortex-90",5
10396,38,"FSS OLE-V Laser",4
12124,17,"SZ Holotherm",5
12125,21,"SZ Holotherm",5
12126,22,"SZ Holotherm",5
12127,7,"SZ Holotherm",5
12128,9,"SZ Holotherm",5
12129,38,"SZ Holotherm",5
12142,43,"XTEN Angel-40",5
12143,19,"XTEN Angel-40",5
12144,23,"XTEN Angel-40",5
12145,34,"XTEN Angel-40",5
12146,28,"XTEN Angel-40",5
12147,29,"XTEN Angel-40",5
12148,18,"XTEN Angel-40",5
12573,44,"Hybrid Firepoint",5
12574,15,"Hybrid Firepoint",5
12575,26,"Hybrid Firepoint",5
12149,27,"XTEN Angel-40",5
13285,33,"XTEN Drop Grip",8
13583,9,"TV Wrecker Grip",8
13787,8,"Hellscream 40mm",8
13788,28,"Hellscream 40mm",8
13789,4,"KL40-M2",8
11915,41,"Corio RE-X Pro",5
11916,44,"Corio RE-X Pro",5
11917,15,"Corio RE-X Pro",5
11918,26,"Corio RE-X Pro",5
12587,7,"Hybrid Firepoint",5
12038,33,"Kazan-Holo",5
12721,32,"Thermo-Optic X9",5
13044,38,"XTEN Gravedigger",8
13048,10,"FTAC Ripper 56",8
13103,32,"Demo Cleanshot 40",8
13700,22,"Bipod V9 Grip",8
12605,34,"SZ Vortex-90",5
12606,28,"SZ Vortex-90",5
12607,29,"SZ Vortex-90",5
12608,18,"SZ Vortex-90",5
13844,4,"7.62 High Velocity",11
13845,17,"7.62 High Velocity",11
13846,17,"7.62 Incendiary",11
13847,43,"5.45 Frangible",11
13848,19,"5.45 Frangible",11
13849,43,"5.45 Hollowpoint",11
13850,19,"5.45 Hollowpoint",11
13851,43,"5.45 Armor Piercing",11
13852,19,"5.45 Armor Piercing",11
13853,43,"5.45 Overpressured +P",11
13854,19,"5.45 Overpressured +P",11
13855,43,"5.45 High Velocity",11
13856,19,"5.45 High Velocity",11
11919,39,"Corio RE-X Pro",5
11920,33,"Corio RE-X Pro",5
11921,30,"Corio RE-X Pro",5
11922,11,"Corio RE-X Pro",5
11923,2,"Corio RE-X Pro",5
11924,20,"Corio RE-X Pro",5
13864,38,"7.62 Frangible",11
13865,23,"7.62 Hollowpoint",11
13867,28,"7.62 Hollowpoint",11
13868,2,"7.62 Hollowpoint",11
13870,22,"7.62 Hollowpoint",11
13871,7,"7.62 Hollowpoint",11
13872,38,"7.62 Hollowpoint",11
13873,23,"7.62 Armor Piercing",11
13874,34,"7.62 Armor Piercing",11
12612,44,"SZ Vortex-90",5
12613,15,"SZ Vortex-90",5
13915,27,"9mm Sub HP",11
12130,32,"SZ Holotherm",5
12131,45,"SZ Holotherm",5
12132,37,"SZ Holotherm",5
12133,1,"SZ Holotherm",5
12134,3,"SZ Holotherm",5
12135,13,"SZ Holotherm",5
12136,10,"XTEN Angel-40",5
12137,8,"XTEN Angel-40",5
12138,4,"XTEN Angel-40",5
12139,35,"XTEN Angel-40",5
20143,2,"Bruen Warrior LMG",8
12046,21,"Kazan-Holo",5
12047,22,"Kazan-Holo",5
12051,32,"Kazan-Holo",5
12052,45,"Kazan-Holo",5
12053,37,"Kazan-Holo",5
12054,1,"Kazan-Holo",5
12055,3,"Kazan-Holo",5
12056,13,"Kazan-Holo",5
12057,10,"Corvus Downrange-00",5
12058,8,"Corvus Downrange-00",5
12059,4,"Corvus Downrange-00",5
12060,35,"Corvus Downrange-00",5
12061,42,"Corvus Downrange-00",5
12062,16,"Corvus Downrange-00",5
20002,49,"Point-G3P 04",4
20003,49,"FJX Ultrabeam XR",4
20004,49,"EXF Solarflare",4
20005,49,"1mW Artemis Laser",4
20006,49,"7mW Canted Laser",4
20007,49,"Eight-Point Flash Hider",1
20009,49,"Cronen Dark KX30",1
20010,49,"Husher-65 Silencer",1
20017,49,"TY-LR8",1
10662,11,"Hipshot L20",4
10663,20,"Hipshot L20",4
10665,42,"Point-G3P 04",4
10666,18,"Point-G3P 04",4
13478,33,"VX Pineapple",8
13587,13,"TV Wrecker Grip",8
13642,20,"Cronen Grooveshot Grip",8
14781,48,"Teplo Clear Shot",5
12030,18,"Kazan-Holo",5
12031,27,"Kazan-Holo",5
12675,8,"Angel-40 4.8x",5
12480,12,"VX350 Thermal Optic",5
10593,21,"DXS Flash 90",4
13826,36,"5.56 Overpressured +P",11
13827,10,"5.56 High Velocity",11
13828,8,"5.56 High Velocity",11
13829,35,"5.56 High Velocity",11
12609,27,"SZ Vortex-90",5
12610,24,"SZ Vortex-90",5
12611,41,"SZ Vortex-90",5
13830,42,"5.56 High Velocity",11
13831,16,"5.56 High Velocity",11
13832,20,"5.56 High Velocity",11
13833,36,"5.56 High Velocity",11
12942,31,"Victus 13x",5
12140,42,"XTEN Angel-40",5
12141,16,"XTEN Angel-40",5
